StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,Gender,Age,Education,US state,Race/ethnicity,Migration,DHF_endorsement_1,DHF_endorsement_2,DHF_endorsement_3,DHF_endorsement_4,DHF_endorsement_5,DHF_endorsement_6,DHF_endorsement_7,DHF_endorsement_8,DHF_endorsement_9,DHF_endorsement_10,DHF_endorsement_11,DHF_endorsement_12,DHF_endorsement_13,DHF_endorsement_14,DHF_endorsement_15,DHF_endorsement_16,DHF_endorsement_17,DHF_endorsement_18,DHF_endorsement_19,DHF_endorsement_20,DHF_endorsement_21,DHF_endorsement_22,DHF_endorsement_23,DHF_endorsement_24,DHF_endorsement_25,DHF_endorsement_26,DHF_endorsement_27,DHF_endorsement_28,DHF_endorsement_29,DHF_endorsement_30,DHF_Norms_1,DHF_Norms_2,DHF_Norms_3,DHF_Norms_4,DHF_Norms_5,DHF_Norms_6,DHF_Norms_7,DHF_Norms_8,DHF_Norms_9,DHF_Norms_10,DHF_Norms_11,DHF_Norms_12,DHF_Norms_13,DHF_Norms_14,DHF_Norms_15,DHF_Norms_16,DHF_Norms_17,DHF_Norms_18,DHF_Norms_19,DHF_Norms_20,DHF_Norms_21,DHF_Norms_22,DHF_Norms_23,DHF_Norms_24,DHF_Norms_25,DHF_Norms_26,DHF_Norms_27,DHF_Norms_28,DHF_Norms_29,DHF_Norms_30,Reciprocity_1,Reciprocity_2,Reciprocity_3,Reciprocity_4,Reciprocity_5,Reciprocity_6,Self-construal_1,Self-construal_2,Self-construal_3,Self-construal_4,Self-construal_5,Self-construal_6,Self-construal_7,Self-construal_8,Self-construal_9,Self-construal_10,Self-construal_11,Self-construal_12,Self-construal_13,Self-construal_14,Self-construal_15,Self-construal_16,Self-construal_17,Self-construal_18,Self-construal_19,Self-construal_20,Self-construal_21,Self-construal_22,Self-construal_23,Self-construal_24,Dictator comp 1,Dictator comp 2,Q6_First Click,Q6_Last Click,Q6_Page Submit,Q6_Click Count,Dictator_decision,Ultimatum comp 1,Ultimatum comp 2,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Ultimatum Receiver_1,Ultimatum Receiver_2,Ultimatum Receiver_3,Ultimatum Receiver_4,Ultimatum Receiver_5,Ultimatum Receiver_6,Ultimatum Receiver_7,Ultimatum Receiver_8,Ultimatum Receiver_9,Ultimatum Receiver_10,Ultimatum Receiver_11,Ultimatum Proposer_1,Ultimatum Proposer_2,Ultimatum Proposer_3,Ultimatum Proposer_4,Ultimatum Proposer_5,Ultimatum Proposer_6,Ultimatum Proposer_7,Ultimatum Proposer_8,Ultimatum Proposer_9,Ultimatum Proposer_10,Ultimatum Proposer_11,Ultimatum expect_1,Ultimatum expect_2,Ultimatum expect_3,Ultimatum expect_4,Ultimatum expect_5,Ultimatum expect_6,Ultimatum expect_7,Ultimatum expect_8,Ultimatum expect_9,Ultimatum expect_10,Ultimatum expect_11
09/05/2023 21:03,09/05/2023 21:46,IP Address,100,2576,TRUE,09/05/2023 21:46,R_3prPj03Uw1ByIHi,Woman,50,"Some college credit, no degree",New York,White,I was born and raised in the USA,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,6,6,6,"Does not apply to me at all
1
",2,2,1½,"Doesn’t describe me at all
1
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me moderately
3
",1½,3½,"Describes me very well
4
",4½,"Doesn’t describe me at all
1
","Describes me a little
2
",1½,1½,4½,4½,3½,"Describes me a little
2
","Doesn’t describe me at all
1
","Describes me a little
2
",3½,3½,"Describes me a little
2
",4½,1½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,6.451,6.451,8.892,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,1.201,25.938,26.922,13,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,0,0,0,0,0,6,7,8,8,9,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:26,09/05/2023 21:46,IP Address,100,1187,TRUE,09/05/2023 21:46,R_1CqgNLIzeTrk9Th,Woman,68,Master’s degree,New York,White,I was born and raised in the USA,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
",3½,"Describes me moderately
3
",3½,"Describes me moderately
3
","Describes me very well
4
","Describes me very well
4
",2½,"Describes me moderately
3
",4½,"Describes me moderately
3
","Describes me moderately
3
","Describes me very well
4
",4½,"Describes me moderately
3
",3½,"Describes me very well
4
","Describes me moderately
3
",2½,1½,"Describes me moderately
3
","Describes me very well
4
",3½,"Describes me moderately
3
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.466,18.638,19.985,5,8,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,2.378,12.874,18.164,13,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,7,4,2,5,7,4,6,4,7,4,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:25,09/05/2023 21:47,IP Address,100,1360,TRUE,09/05/2023 21:47,R_2wGGepoRIpzA9vB,Man,46,Bachelor’s degree,New York,White,I was born and raised in the USA,Strongly agree,Agree,Somewhat agree,Disagree,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Agree,Agree,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Disagree,Strongly agree,Agree,Strongly agree,Disagree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Somewhat disagree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,5,6,6,2,5,6,"Describes me very well
4
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
",4½,"Describes me very well
4
","Describes me moderately
3
",1½,"Describes me exactly
5
","Doesn’t describe me at all
1
","Describes me very well
4
",2½,"Doesn’t describe me at all
1
","Describes me very well
4
",4½,1½,4½,"Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me a little
2
",3½,"Describes me exactly
5
",4½,"Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.186,3.592,4.627,3,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.382,12.548,15.801,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,6,6,7,8,9,10,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject
09/05/2023 21:32,09/05/2023 21:48,IP Address,100,970,TRUE,09/05/2023 21:48,R_1kUPbGacJu7xPQp,Woman,66,Bachelor’s degree,New York,White,I was born and raised in the USA,Strongly agree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Agree,Agree,6,"Applies to me perfectly
7
","Applies to me perfectly
7
","Does not apply to me at all
1
","Does not apply to me at all
1
",3,"Describes me very well
4
","Doesn’t describe me at all
1
",4½,1½,"Describes me a little
2
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me very well
4
","Doesn’t describe me at all
1
",3½,1½,1½,"Describes me exactly
5
",1½,1½,1½,"Doesn’t describe me at all
1
","Describes me a little
2
",2½,"Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,7.787,11.585,12.575,3,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,10.387,46.19,47.266,24,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,4,4,4,4,4,4,4,4,4,4,4,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:49,09/05/2023 22:03,IP Address,100,861,TRUE,09/05/2023 22:03,R_302k68l6QCYOS7w,Man,28,"High school graduate, diploma or the equivalent (for example: GED)",Texas,White,I was born and raised in the USA,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Strongly agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Agree,Somewhat disagree,Agree,Disagree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,5,5,5,5,6,6,"Describes me moderately
3
",1½,2½,"Describes me a little
2
",4½,"Describes me exactly
5
",3½,2½,"Describes me very well
4
","Describes me a little
2
","Describes me very well
4
","Describes me very well
4
",2½,3½,"Describes me very well
4
","Describes me a little
2
",1½,"Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
",4½,4½,"Describes me exactly
5
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,4.186,13.1,13.919,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.078,16.927,18.551,12,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,0,0,0,0,0,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:39,09/05/2023 22:04,IP Address,100,1518,TRUE,09/05/2023 22:04,R_3frrHA8YGzoxnmJ,Woman,49,"High school graduate, diploma or the equivalent (for example: GED)",Indiana,Not listed / Prefer not to say,I was born and raised in the USA,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"Applies to me perfectly
7
","Applies to me perfectly
7
","Applies to me perfectly
7
",3,3,6,"Describes me a little
2
","Describes me very well
4
","Describes me exactly
5
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me moderately
3
","Describes me moderately
3
","Doesn’t describe me at all
1
","Describes me a little
2
","Describes me a little
2
","Describes me exactly
5
","Describes me moderately
3
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me moderately
3
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me moderately
3
","Describes me exactly
5
","Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,5.848,22.017,23.411,6,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,10.166,39.009,39.946,19,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,4,5,5,5,5,5,6,6,8,8,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 21:50,09/05/2023 22:05,IP Address,100,902,TRUE,09/05/2023 22:05,R_1pA2M410Cy99XjS,Woman,32,"High school graduate, diploma or the equivalent (for example: GED)",New York,White,I was born and raised in the USA,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Strongly agree,Strongly disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Somewhat agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,6,6,6,3,3,4,"Describes me moderately
3
","Doesn’t describe me at all
1
",2½,3½,4½,"Describes me very well
4
","Describes me very well
4
",3½,"Describes me very well
4
","Doesn’t describe me at all
1
",2½,"Describes me a little
2
",4½,"Describes me moderately
3
","Describes me exactly
5
",2½,"Describes me moderately
3
","Doesn’t describe me at all
1
",2½,2½,"Describes me very well
4
","Describes me moderately
3
","Describes me exactly
5
",2½,Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,11.585,11.585,13.327,1,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,11.402,57.455,60.36,26,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 22:02,09/05/2023 22:07,IP Address,100,300,TRUE,09/05/2023 22:07,R_2pYsjMOAfJZiCIE,Man,25,Master’s degree,New York,Asian / Pacific Islander,"I was born and/or raised in the USA, but my family (parents or grandparents) immigrated to the USA from another country",Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,"Applies to me perfectly
7
","Applies to me perfectly
7
",6,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
","Doesn’t describe me at all
1
","Doesn’t describe me at all
1
","Describes me exactly
5
",3½,"Describes me very well
4
","Describes me exactly
5
","Describes me a little
2
","Describes me very well
4
","Describes me very well
4
","Doesn’t describe me at all
1
",1½,"Doesn’t describe me at all
1
","Describes me exactly
5
","Describes me exactly
5
","Describes me very well
4
","Describes me exactly
5
","Describes me very well
4
","Describes me very well
4
",3½,"Describes me very well
4
",2½,"Describes me very well
4
","Describes me moderately
3
","Describes me very well
4
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.218,3.157,3.799,2,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,4.649,9.228,10.89,11,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,0,1,2,3,4,5,6,7,8,9,10,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 22:22,09/05/2023 22:30,IP Address,100,489,TRUE,09/05/2023 22:30,R_1lrYaDeNiWSe3UW,Woman,23,"Some college credit, no degree",New York,Black or African American,I was born and raised in the USA,Agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Agree,Agree,Disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,6,"Applies to me perfectly
7
","Applies to me perfectly
7
",3,5,6,"Doesn’t describe me at all
1
","Describes me a little
2
","Describes me very well
4
",4½,"Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me moderately
3
","Describes me a little
2
","Describes me very well
4
","Doesn’t describe me at all
1
","Describes me very well
4
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me exactly
5
","Describes me very well
4
","Describes me a little
2
",1½,"Describes me exactly
5
","Describes me very well
4
","Describes me moderately
3
",1½,"Describes me moderately
3
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,2.635,7.149,8.759,6,1,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,0.786,15.392,16.313,28,I reject,I reject,I reject,I reject,I reject,I accept,I accept,I accept,I accept,I accept,I accept,0,1,1,1,2,3,4,5,5,6,7,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
09/05/2023 22:20,09/05/2023 22:30,IP Address,100,618,TRUE,09/05/2023 22:30,R_1jvM5fGI9gIVvFd,Non-binary,19,"Some college credit, no degree",New York,White,I was born and raised in the USA,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Agree,Strongly disagree,Agree,Strongly disagree,Somewhat agree,Agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,5,"Applies to me perfectly
7
",5,"Does not apply to me at all
1
","Does not apply to me at all
1
","Does not apply to me at all
1
",1½,"Doesn’t describe me at all
1
","Describes me very well
4
","Describes me very well
4
",3½,2½,"Describes me moderately
3
","Describes me moderately
3
","Describes me exactly
5
","Doesn’t describe me at all
1
",4½,"Describes me exactly
5
",3½,"Describes me very well
4
","Doesn’t describe me at all
1
",3½,2½,3½,2½,"Describes me very well
4
","Describes me very well
4
",3½,4½,"Describes me a little
2
",Giver: 10 MU; Receiver: 0 MU,Giver: 4 MU; Receiver: 6 MU,1.206,3.689,4.879,3,5,Proposer 0 MU; Receiver 0 MU,Proposer 4 MU; Receiver 6 MU,3.029,15.496,16.359,17,I reject,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,I accept,5,5,5,5,5,5,5,5,5,5,5,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would reject,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept,The other person would accept
